#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
ERR971985sta,NODE_64_length_1286_cov_49.901706,98,607,+,dfrA8_1,1-510/510,===============,0/0,100,100,resfinder,U10186,dfrA8,Trimethoprim
ERR971985sta,NODE_65_length_1233_cov_34.554329,253,1113,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
ERR971985sta,NODE_66_length_1153_cov_91.324226,177,1037,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971985sta,NODE_80_length_594_cov_77.282004,1,594,+,sul2_14,198-791/819,...============,0/0,72.53,100,resfinder,AJ514834,sul2,Sulfamethoxazole
ERR971986_1_SPAdes_assemblysta,NODE_13_length_124314_cov_39.454317,54401,57553,-,oqxB_1,1-3153/3153,===============,0/0,100,98.86,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971986_1_SPAdes_assemblysta,NODE_13_length_124314_cov_39.454317,57577,58752,-,oqxA_1,1-1176/1176,===============,0/0,100,99.23,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971986_1_SPAdes_assemblysta,NODE_36_length_43094_cov_43.808801,15452,15871,+,fosA6_1,1-420/433,===============,0/0,97,99.76,resfinder,KU254579,fosA6,Fosfomycin
ERR971986_1_SPAdes_assemblysta,NODE_50_length_13791_cov_64.198311,132,947,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971986_1_SPAdes_assemblysta,NODE_61_length_3617_cov_67.032004,739,1923,+,tet(D)_1,1-1185/1185,===============,0/0,100,100,resfinder,AF467077,tet(D),Doxycycline;Tetracycline
ERR971986_1_SPAdes_assemblysta,NODE_63_length_2790_cov_70.235466,57,662,+,aac(6')-Ib_1,1-606/606,===============,0/0,100,99.67,resfinder,M21682,aac(6')-Ib,Amikacin;Tobramycin
ERR971986_1_SPAdes_assemblysta,NODE_63_length_2790_cov_70.235466,719,1520,+,ant(3'')-Ia_1,168-972/972,..======/======,01-Mar,82.51,99.25,resfinder,X02340,ant(3'')-Ia,Streptomycin
ERR971986_1_SPAdes_assemblysta,NODE_63_length_2790_cov_70.235466,1580,2404,+,blaOXA-9_1,1-825/825,===============,0/0,100,100,resfinder,KQ089875,blaOXA-9,Amoxicillin;Ampicillin
ERR971986_1_SPAdes_assemblysta,NODE_68_length_1683_cov_104.320639,734,1594,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971986_1_SPAdes_assemblysta,NODE_73_length_1508_cov_124.479009,721,1362,+,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971986_1_SPAdes_assemblysta,NODE_74_length_1478_cov_125.385102,1,600,+,aph(3'')-Ib_2,205-804/804,...============,0/0,74.63,100,resfinder,AF024602,aph(3'')-Ib,Streptomycin
ERR971986_1_SPAdes_assemblysta,NODE_74_length_1478_cov_125.385102,600,1436,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971986_1_SPAdes_assemblysta,NODE_76_length_1233_cov_56.979626,121,981,+,aac(3)-IId_1,1-861/861,===============,0/0,100,99.77,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
ERR971986_1_SPAdes_assemblysta,NODE_83_length_798_cov_70.191117,157,639,+,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
ERR971986_1_SPAdes_assemblysta,NODE_90_length_540_cov_93.331959,1,540,+,blaSHV-129_1,93-632/861,.===========...,0/0,62.72,100,resfinder,GU827715,blaSHV-129,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971991_assembledsta,NODE_107_length_1814_cov_88.054576,70,872,+,aph(3'')-Ib_2,2-804/804,===============,0/0,99.88,100,resfinder,AF024602,aph(3'')-Ib,Streptomycin
ERR971991_assembledsta,NODE_107_length_1814_cov_88.054576,872,1708,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971991_assembledsta,NODE_2_length_274596_cov_32.643540,166028,167260,-,mdf(A)_1,1-1233/1233,===============,0/0,100,98.14,resfinder,Y08743,mdf(A),
ERR971991_assembledsta,NODE_50_length_24862_cov_50.339783,2634,3107,+,dfrA1_10,1-474/474,===============,0/0,100,99.79,resfinder,AF203818,dfrA1,Trimethoprim
ERR971991_assembledsta,NODE_50_length_24862_cov_50.339783,3190,3991,+,ant(3'')-Ia_1,171-972/972,..=============,0/0,82.51,99.75,resfinder,X02340,ant(3'')-Ia,Streptomycin
ERR971991_assembledsta,NODE_50_length_24862_cov_50.339783,4469,5335,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
ERR971991_assembledsta,NODE_50_length_24862_cov_50.339783,13352,14212,-,blaTEM-1C_1,1-861/861,===============,0/0,100,100,resfinder,FJ560503,blaTEM-1C,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971991_assembledsta,NODE_50_length_24862_cov_50.339783,19641,20887,+,tet(A)_6,1-1247/1275,===============,0/0,97.8,100,resfinder,AF534183,tet(A),Doxycycline;Tetracycline
ERR971991_assembledsta,NODE_85_length_5435_cov_39.984758,3861,4676,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971993_assembledsta,NODE_1_length_452910_cov_29.059573,386103,386963,+,blaSHV-106_1,1-861/861,===============,0/0,100,99.88,resfinder,AM922307,blaSHV-106,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971993_assembledsta,NODE_24_length_96652_cov_38.625485,22634,23053,+,fosA6_1,1-420/433,===============,0/0,97,99.76,resfinder,KU254579,fosA6,Fosfomycin
ERR971993_assembledsta,NODE_25_length_95808_cov_36.711821,37056,38231,+,oqxA_1,1-1176/1176,===============,0/0,100,98.89,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971993_assembledsta,NODE_25_length_95808_cov_36.711821,38255,41407,+,oqxB_1,1-3153/3153,===============,0/0,100,98.57,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971993_assembledsta,NODE_56_length_12911_cov_40.328874,7240,8100,+,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
ERR971993_assembledsta,NODE_64_length_6651_cov_43.132717,1288,2493,-,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
ERR971993_assembledsta,NODE_66_length_5437_cov_40.605909,295,792,+,dfrA12_8,1-498/498,===============,0/0,100,100,resfinder,AM040708,dfrA12,Trimethoprim
ERR971993_assembledsta,NODE_66_length_5437_cov_40.605909,1190,1991,+,aadA2_1,18-819/819,===============,0/0,97.92,99.88,resfinder,NC_010870,aadA2,Streptomycin
ERR971993_assembledsta,NODE_66_length_5437_cov_40.605909,2469,3335,+,sul1_5,1-867/867,===============,0/0,100,99.89,resfinder,EU780013,sul1,Sulfamethoxazole
ERR971993_assembledsta,NODE_68_length_5391_cov_73.208958,203,1063,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971993_assembledsta,NODE_68_length_5391_cov_73.208958,3885,4760,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971993_assembledsta,NODE_73_length_3634_cov_35.120145,755,1939,+,tet(D)_1,1-1185/1185,===============,0/0,100,100,resfinder,AF467077,tet(D),Doxycycline;Tetracycline
ERR971993_assembledsta,NODE_75_length_3341_cov_37.997261,2297,3218,-,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
ERR971993_assembledsta,NODE_77_length_3153_cov_89.903809,161,997,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971993_assembledsta,NODE_77_length_3153_cov_89.903809,997,1800,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
ERR971993_assembledsta,NODE_77_length_3153_cov_89.903809,1861,2676,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971993_assembledsta,NODE_80_length_2294_cov_40.937025,52,496,-,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
ERR971993_assembledsta,NODE_80_length_2294_cov_40.937025,634,1464,-,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
ERR971993_assembledsta,NODE_80_length_2294_cov_40.937025,1595,2194,-,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
ERR971993_assembledsta,NODE_89_length_1505_cov_77.759310,145,786,-,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971993_assembledsta,NODE_95_length_1147_cov_43.872711,192,1007,-,aph(3')-Ia_1,1-816/816,===============,0/0,100,100,resfinder,V00359,aph(3')-Ia,
ERR971993_assembledsta,NODE_98_length_1042_cov_37.085106,63,545,+,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
ERR971994_assembledsta,NODE_100_length_4842_cov_63.208272,372,1238,-,sul1_5,1-867/867,===============,0/0,100,99.77,resfinder,EU780013,sul1,Sulfamethoxazole
ERR971994_assembledsta,NODE_100_length_4842_cov_63.208272,1758,2546,-,aadA5_1,1-789/789,===============,0/0,100,100,resfinder,AF137361,aadA5,Streptomycin
ERR971994_assembledsta,NODE_100_length_4842_cov_63.208272,2677,3150,-,dfrA17_1,1-474/474,===============,0/0,100,100,resfinder,FJ460238,dfrA17,Trimethoprim
ERR971994_assembledsta,NODE_105_length_3903_cov_60.031965,124,1045,+,mph(A)_2,1-921/921,========/======,01-Jan,100,99.67,resfinder,U36578,mph(A),Erythromycin;Azithromycin;Spiramycin;Telithromycin
ERR971994_assembledsta,NODE_110_length_2708_cov_60.356577,99,959,+,aac(3)-IIa_1,1-861/861,===============,0/0,100,99.77,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
ERR971994_assembledsta,NODE_113_length_2295_cov_64.185268,102,701,+,aac(6')-Ib-cr_1,1-600/600,===============,0/0,100,100,resfinder,DQ303918,aac(6')-Ib-cr,Ciprofloxacin
ERR971994_assembledsta,NODE_113_length_2295_cov_64.185268,832,1662,+,blaOXA-1_1,1-831/831,===============,0/0,100,100,resfinder,HQ170510,blaOXA-1,Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
ERR971994_assembledsta,NODE_113_length_2295_cov_64.185268,1800,2244,+,catB3_1,1-445/633,===========....,0/0,70.3,99.78,resfinder,AJ009818,catB3,Chloramphenicol
ERR971994_assembledsta,NODE_1_length_311924_cov_43.039446,208618,209850,-,mdf(A)_1,1-1233/1233,===============,0/0,100,99.92,resfinder,Y08743,mdf(A),
ERR971994_assembledsta,NODE_93_length_6254_cov_82.412809,2743,3579,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971994_assembledsta,NODE_93_length_6254_cov_82.412809,3579,4382,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,99.88,resfinder,AF321551,aph(3'')-Ib,Streptomycin
ERR971994_assembledsta,NODE_93_length_6254_cov_82.412809,4443,5258,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971994_assembledsta,NODE_95_length_5695_cov_69.900887,2054,3259,+,tet(B)_2,1-1206/1206,===============,0/0,100,100,resfinder,AF326777,tet(B),Doxycycline;Tetracycline;Minocycline
ERR971994_assembledsta,NODE_99_length_4843_cov_66.125313,1278,2153,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971996_contigssta,NODE_13_length_106662_cov_44.789911,50104,53256,-,oqxB_1,1-3153/3153,===============,0/0,100,98.83,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971996_contigssta,NODE_13_length_106662_cov_44.789911,53280,54455,-,oqxA_1,1-1176/1176,===============,0/0,100,99.66,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971996_contigssta,NODE_21_length_81139_cov_48.694687,13929,14348,+,fosA_6,1-420/420,===============,0/0,100,96.43,resfinder,ACZD01000244,fosA,Fosfomycin
ERR971996_contigssta,NODE_44_length_14300_cov_50.012215,250,1110,-,aac(3)-IId_1,1-861/861,===============,0/0,100,99.88,resfinder,EU022314,aac(3)-IId,Gentamicin;Tobramycin
ERR971996_contigssta,NODE_44_length_14300_cov_50.012215,1292,2152,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971996_contigssta,NODE_44_length_14300_cov_50.012215,4974,5849,+,blaCTX-M-15_1,1-876/876,===============,0/0,100,100,resfinder,AY044436,blaCTX-M-15,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971996_contigssta,NODE_44_length_14300_cov_50.012215,12499,12972,-,dfrA30_1,1-474/474,===============,0/0,100,99.58,resfinder,AM997279,dfrA30,
ERR971996_contigssta,NODE_54_length_5153_cov_49.196548,478,1293,+,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971996_contigssta,NODE_5_length_302869_cov_34.319975,116983,117843,-,blaSHV-106_1,1-861/861,===============,0/0,100,99.77,resfinder,AM922307,blaSHV-106,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR971996_contigssta,NODE_72_length_1508_cov_52.558844,721,1362,+,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971997_contigssta,NODE_24_length_86193_cov_41.495716,71938,72357,-,fosA_6,1-420/420,===============,0/0,100,96.91,resfinder,ACZD01000244,fosA,Fosfomycin
ERR971997_contigssta,NODE_34_length_65577_cov_38.254953,6825,8000,+,oqxA_1,1-1176/1176,===============,0/0,100,99.49,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971997_contigssta,NODE_34_length_65577_cov_38.254953,8024,11176,+,oqxB_1,1-3153/3153,===============,0/0,100,99.3,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971997_contigssta,NODE_5_length_251507_cov_30.411546,41717,42577,+,blaSHV-172_1,1-861/861,===============,0/0,100,99.88,resfinder,KF513177,blaSHV-172,
ERR971997_contigssta,NODE_63_length_8631_cov_27.050140,99,959,+,aac(3)-IIa_1,1-861/861,===============,0/0,100,100,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
ERR971997_contigssta,NODE_64_length_7986_cov_26.032909,5457,5939,-,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
ERR971997_contigssta,NODE_73_length_3636_cov_23.313600,756,1940,+,tet(D)_1,1-1185/1185,===============,0/0,100,100,resfinder,AF467077,tet(D),Doxycycline;Tetracycline
ERR971997_contigssta,NODE_76_length_3142_cov_23.808228,54,890,-,aph(6)-Id_1,1-837/837,===============,0/0,100,99.88,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971997_contigssta,NODE_76_length_3142_cov_23.808228,890,1693,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,99.88,resfinder,AF321551,aph(3'')-Ib,Streptomycin
ERR971997_contigssta,NODE_76_length_3142_cov_23.808228,1754,2569,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971997_contigssta,NODE_81_length_1508_cov_27.198211,147,788,-,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971997_contigssta,NODE_89_length_943_cov_51.369369,47,907,+,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971998_contigssta,NODE_118_length_1150_cov_33.133333,193,1008,-,aph(3')-Ia_1,1-816/816,===============,0/0,100,100,resfinder,V00359,aph(3')-Ia,
ERR971998_contigssta,NODE_123_length_1055_cov_61.885000,19,879,-,blaTEM-1B_1,1-861/861,===============,0/0,100,100,resfinder,AY458016,blaTEM-1B,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
ERR971998_contigssta,NODE_129_length_731_cov_33.004438,145,731,-,blaSHV-161_1,275-861/861,....===========,0/0,68.18,99.49,resfinder,JX121128,blaSHV-161,
ERR971998_contigssta,NODE_17_length_131525_cov_33.019746,54400,57552,-,oqxB_1,1-3153/3153,===============,0/0,100,99.02,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971998_contigssta,NODE_17_length_131525_cov_33.019746,57576,58751,-,oqxA_1,1-1176/1176,===============,0/0,100,99.23,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971998_contigssta,NODE_25_length_94498_cov_33.170696,69750,70169,-,fosA6_1,1-420/433,===============,0/0,97,97.62,resfinder,KU254579,fosA6,Fosfomycin
ERR971998_contigssta,NODE_78_length_8620_cov_29.463514,7662,8522,-,aac(3)-IIa_1,1-861/861,===============,0/0,100,100,resfinder,X51534,aac(3)-IIa,Gentamicin;Tobramycin
ERR971998_contigssta,NODE_84_length_6757_cov_29.333035,93,881,-,aadA4_1,1-789/789,===============,0/0,100,99.62,resfinder,Z50802,aadA4,Streptomycin
ERR971998_contigssta,NODE_84_length_6757_cov_29.333035,972,1469,-,dfrA21_1,1-498/498,===============,0/0,100,99.8,resfinder,AY552589,dfrA21,Trimethoprim
ERR971998_contigssta,NODE_92_length_4846_cov_34.800250,3910,4569,-,catA1_1,1-660/660,===============,0/0,100,99.85,resfinder,V00622,catA1,Chloramphenicol
ERR971998_contigssta,NODE_96_length_4494_cov_27.742960,63,899,-,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971998_contigssta,NODE_96_length_4494_cov_27.742960,899,1702,-,aph(3'')-Ib_5,1-804/804,===============,0/0,100,100,resfinder,AF321551,aph(3'')-Ib,Streptomycin
ERR971998_contigssta,NODE_96_length_4494_cov_27.742960,1763,2578,-,sul2_3,1-816/816,===============,0/0,100,100,resfinder,HQ840942,sul2,Sulfamethoxazole
ERR971998_contigssta,NODE_99_length_3631_cov_28.613814,752,1936,+,tet(D)_1,1-1185/1185,===============,0/0,100,100,resfinder,AF467077,tet(D),Doxycycline;Tetracycline
ERR971999_1_SPAdes_assemblysta,NODE_108_length_740_cov_47.854015,1,698,+,aph(6)-Id_1,140-837/837,..=============,0/0,83.39,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR971999_1_SPAdes_assemblysta,NODE_109_length_737_cov_47.262463,138,737,-,aph(3'')-Ib_2,205-804/804,...============,0/0,74.63,100,resfinder,AF024602,aph(3'')-Ib,Streptomycin
ERR971999_1_SPAdes_assemblysta,NODE_25_length_89446_cov_33.946963,30694,31869,+,oqxA_1,1-1176/1176,===============,0/0,100,99.23,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR971999_1_SPAdes_assemblysta,NODE_25_length_89446_cov_33.946963,31893,35045,+,oqxB_1,1-3153/3153,===============,0/0,100,98.7,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR971999_1_SPAdes_assemblysta,NODE_27_length_86679_cov_36.740811,13930,14349,+,fosA_3,1-420/420,===============,0/0,100,99.29,resfinder,ACWO01000079,fosA,Fosfomycin
ERR971999_1_SPAdes_assemblysta,NODE_59_length_12891_cov_33.518853,6952,7434,+,dfrA14_5,1-483/483,===============,0/0,100,99.59,resfinder,DQ388123,dfrA14,Trimethoprim
ERR971999_1_SPAdes_assemblysta,NODE_79_length_3635_cov_23.618994,755,1939,+,tet(D)_1,1-1185/1185,===============,0/0,100,100,resfinder,AF467077,tet(D),Doxycycline;Tetracycline
ERR971999_1_SPAdes_assemblysta,NODE_92_length_1508_cov_28.571920,147,788,-,catA2_1,1-642/642,===============,0/0,100,96.11,resfinder,X53796,catA2,Chloramphenicol
ERR971999_1_SPAdes_assemblysta,NODE_96_length_1376_cov_29.087055,84,899,-,sul2_2,1-816/816,===============,0/0,100,100,resfinder,AY034138,sul2,Sulfamethoxazole
ERR971999_1_SPAdes_assemblysta,NODE_9_length_140758_cov_27.213506,112015,112875,+,blaSHV-133_1,1-861/861,===============,0/0,100,99.77,resfinder,AB551737,blaSHV-133,
ERR972000_assembledsta,NODE_23_length_88261_cov_38.883749,23025,23444,+,fosA_6,1-420/420,===============,0/0,100,92.86,resfinder,ACZD01000244,fosA,Fosfomycin
ERR972000_assembledsta,NODE_8_length_198702_cov_29.887917,89764,90623,+,blaOKP-B-15_1,1-860/861,===============,0/0,99.88,99.88,resfinder,AM850917,blaOKP-B-15,
ERR972001_assembledsta,NODE_15_length_106714_cov_33.135647,50161,53313,-,oqxB_1,1-3153/3153,===============,0/0,100,98.8,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR972001_assembledsta,NODE_15_length_106714_cov_33.135647,53337,54512,-,oqxA_1,1-1176/1176,===============,0/0,100,99.66,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR972001_assembledsta,NODE_1_length_286454_cov_26.055929,87843,88709,+,blaSHV-187_1,1-867/867,===============,0/0,100,99.54,resfinder,LN515533,blaSHV-187,
ERR972001_assembledsta,NODE_72_length_19181_cov_34.722943,4894,5313,-,fosA6_1,1-420/433,===============,0/0,97,99.52,resfinder,KU254579,fosA6,Fosfomycin
ERR972001_assembledsta,NODE_75_length_17071_cov_48.552245,11777,12579,+,aph(3'')-Ib_2,2-804/804,===============,0/0,99.88,100,resfinder,AF024602,aph(3'')-Ib,Streptomycin
ERR972001_assembledsta,NODE_75_length_17071_cov_48.552245,12579,13415,+,aph(6)-Id_1,1-837/837,===============,0/0,100,100,resfinder,M28829,aph(6)-Id,Streptomycin
ERR972002_assembledsta,NODE_1_length_457246_cov_28.924972,65927,66787,-,blaSHV-106_1,1-861/861,===============,0/0,100,99.88,resfinder,AM922307,blaSHV-106,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
ERR972002_assembledsta,NODE_22_length_89437_cov_35.910743,30686,31861,+,oqxA_1,1-1176/1176,===============,0/0,100,99.23,resfinder,EU370913,oqxA,Nalidixic_acid;Ciprofloxacin
ERR972002_assembledsta,NODE_22_length_89437_cov_35.910743,31885,35037,+,oqxB_1,1-3153/3153,===============,0/0,100,98.83,resfinder,EU370913,oqxB,Nalidixic_acid;Ciprofloxacin
ERR972002_assembledsta,NODE_26_length_80927_cov_39.110780,15452,15871,+,fosA6_1,1-420/433,===============,0/0,97,99.52,resfinder,KU254579,fosA6,Fosfomycin
ERR972002_assembledsta,NODE_34_length_42554_cov_44.814631,40006,40805,-,ant(3'')-Ia_1,170-972/972,..======/======,01-Mar,82.3,99.38,resfinder,X02340,ant(3'')-Ia,Streptomycin
ERR972002_assembledsta,NODE_34_length_42554_cov_44.814631,41471,41944,-,dfrA1_8,1-474/474,===============,0/0,100,100,resfinder,X00926,dfrA1,Trimethoprim
