,gene_accession,Class,Phenotype,Mechanism of resistance,gene,accession
2799,cepA_6_FR688022,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,cepA_6,FR688022
2800,cepA-49_1_U05886,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,cepA-49_1,U05886
2801,cepA-44_1_U05885,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,cepA-44_1,U05885
2802,cepA-29_1_U05884,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,cepA-29_1,U05884
2803,blaCMY-98_1_KC603538,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaCMY-98_1,KC603538
2804,blaCTX-M-63_1_EU660216,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaCTX-M-63_1,EU660216
2805,blaFONA-6_1_AJ251244,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaFONA-6_1,AJ251244
2806,blaFONA-5_1_AJ251243,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaFONA-5_1,AJ251243
2807,blaFONA-4_1_AJ251242,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaFONA-4_1,AJ251242
2808,blaFONA-3_1_AJ251241,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaFONA-3_1,AJ251241
2809,blaFONA-2_1_AJ251240,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaFONA-2_1,AJ251240
2810,blaFONA-1_1_AJ251239,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaFONA-1_1,AJ251239
2811,blaFOX-1_1_X77455,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaFOX-1_1,X77455
2812,blaFOX-2_1_Y10282,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaFOX-2_1,Y10282
2813,blaFOX-3_1_Y11068,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaFOX-3_1,Y11068
2814,blaFOX-4_1_AJ277535,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaFOX-4_1,AJ277535
2815,blaFOX-5_1_AY007369,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaFOX-5_1,AY007369
2816,blaFOX-6_1_AY034848,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaFOX-6_1,AY034848
2817,blaFOX-7_1_AJ703796,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaFOX-7_1,AJ703796
2818,blaFOX-8_1_HM565917,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaFOX-8_1,HM565917
2819,blaFOX-9_1_JF896803,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaFOX-9_1,JF896803
2820,blaFOX-10_1_JX049131,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaFOX-10_1,JX049131
2821,blaGOB-1_1_EF394442,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-1_1,EF394442
2822,blaGOB-1_2_AF090141,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-1_2,AF090141
2823,blaGOB-2_1_AF189296,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-2_1,AF189296
2824,blaGOB-3_1_AF189291,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-3_1,AF189291
2825,blaGOB-4_1_AF189293,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-4_1,AF189293
2826,blaGOB-5_1_AF189290,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-5_1,AF189290
2827,blaGOB-6_1_AF189292,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-6_1,AF189292
2828,blaGOB-7_1_AF189297,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-7_1,AF189297
2829,blaGOB-8_1_AY348327,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-8_1,AY348327
2830,blaGOB-9_1_AY647246,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-9_1,AY647246
2831,blaGOB-10_1_AY647247,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-10_1,AY647247
2832,blaGOB-11_1_AY647248,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-11_1,AY647248
2833,blaGOB-12_1_AY647249,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-12_1,AY647249
2834,blaGOB-13_1_AY647251,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-13_1,AY647251
2835,blaGOB-14_1_AY647252,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-14_1,AY647252
2836,blaGOB-15_1_AY775547,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-15_1,AY775547
2837,blaGOB-16_1_GU188443,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-16_1,GU188443
2838,blaGOB-16_2_AY899331,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-16_2,AY899331
2839,blaGOB-17_1_AY899332,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-17_1,AY899332
2840,blaGOB-18_1_DQ004496,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaGOB-18_1,DQ004496
2841,blaHERA-1_1_AF311385,Beta-lactam,"Amoxicillin, Ampicillin, Ticarcillin",Enzymatic inactivation,blaHERA-1_1,AF311385
2842,blaHERA-2_1_AF398334,Beta-lactam,"Amoxicillin, Ampicillin, Ticarcillin",Enzymatic inactivation,blaHERA-2_1,AF398334
2843,blaHERA-3_1_AF398335,Beta-lactam,"Amoxicillin, Ampicillin, Ticarcillin",Enzymatic inactivation,blaHERA-3_1,AF398335
2844,blaHERA-4_1_AJ536088,Beta-lactam,"Amoxicillin, Ampicillin, Ticarcillin",Enzymatic inactivation,blaHERA-4_1,AJ536088
2845,blaHERA-5_1_AJ536089,Beta-lactam,"Amoxicillin, Ampicillin, Ticarcillin",Enzymatic inactivation,blaHERA-5_1,AJ536089
2846,blaHERA-6_1_AJ536090,Beta-lactam,"Amoxicillin, Ampicillin, Ticarcillin",Enzymatic inactivation,blaHERA-6_1,AJ536090
2847,blaHERA-8_1_AJ536092,Beta-lactam,"Amoxicillin, Ampicillin, Ticarcillin",Enzymatic inactivation,blaHERA-8_1,AJ536092
2848,blaIND-1_1_AF099139,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-1_1,AF099139
2849,blaIND-2_2_AF219127,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-2_2,AF219127
2850,blaIND-2a_4_AF219130,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-2a_4,AF219130
2851,blaIND-2b_3_EF672681,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-2b_3,EF672681
2852,blaIND-2c_1_GU186042,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-2c_1,GU186042
2853,blaIND-3_1_AF219131,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-3_1,AF219131
2854,blaIND-4_1_AF219135,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-4_1,AF219135
2855,blaIND-5_1_AY504627,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-5_1,AY504627
2856,blaIND-6_1_AM087455,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-6_1,AM087455
2857,blaIND-7_1_AB529520,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-7_1,AB529520
2858,blaIND-8_1_GU186044,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-8_1,GU186044
2859,blaIND-9_1_GU186045,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-9_1,GU186045
2860,blaIND-10_1_GU206353,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-10_1,GU206353
2861,blaIND-11_1_HM245379,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-11_1,HM245379
2862,blaIND-12_1_HM245380,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-12_1,HM245380
2863,blaIND-14_1_HM367709,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-14_1,HM367709
2864,blaIND-15_1_AB563173,Beta-lactam,"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem",Enzymatic inactivation,blaIND-15_1,AB563173
2865,blaLEN1_1_X04515,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN1_1,X04515
2866,blaLEN2_1_AY037780,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN2_1,AY037780
2867,blaLEN3_1_AY130286,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN3_1,AY130286
2868,blaLEN4_1_AY130287,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN4_1,AY130287
2869,blaLEN5_1_AY633109,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN5_1,AY633109
2870,blaLEN7_1_AJ635425,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN7_1,AJ635425
2871,blaLEN8_1_AJ635424,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN8_1,AJ635424
2872,blaLEN9_1_AJ635405,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN9_1,AJ635405
2873,blaLEN10_1_AJ635419,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN10_1,AJ635419
2874,blaLEN12_1_AJ635406,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN12_1,AJ635406
2875,blaLEN13_1_AJ635403,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN13_1,AJ635403
2876,blaLEN15_1_AF452105,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN15_1,AF452105
2877,blaLEN16_1_AY743416,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN16_1,AY743416
2878,blaLEN17_1_EF205593,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN17_1,EF205593
2879,blaLEN18_1_AM850908,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN18_1,AM850908
2880,blaLEN19_1_AM850909,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN19_1,AM850909
2881,blaLEN20_1_AM850910,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN20_1,AM850910
2882,blaLEN21_1_AM850911,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN21_1,AM850911
2883,blaLEN22_1_AM850912,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN22_1,AM850912
2884,blaLEN23_1_AM850913,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN23_1,AM850913
2885,blaLEN24_1_AM850914,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN24_1,AM850914
2886,blaLEN25_1_HQ709169,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN25_1,HQ709169
2887,blaLEN26_1_JQ067123,Beta-lactam,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",Enzymatic inactivation,blaLEN26_1,JQ067123
2888,blaMAL-1_1_AJ277209,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cephalothin, Piperacillin, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaMAL-1_1,AJ277209
2889,blaMAL-1_2_AJ609506,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cephalothin, Piperacillin, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaMAL-1_2,AJ609506
2890,blaMIR-1_1_M37839,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaMIR-1_1,M37839
2891,blaMIR-2_1_AY227752,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaMIR-2_1,AY227752
2892,blaMIR-3_1_AY743435,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaMIR-3_1,AY743435
2893,blaMIR-4_1_EF417572,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaMIR-4_1,EF417572
2894,blaMIR-5_1_FJ237367,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaMIR-5_1,FJ237367
2895,blaMIR-6_1_JQ664733,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaMIR-6_1,JQ664733
2896,blaMOR_1_Y10283,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime",Enzymatic inactivation,blaMOR_1,Y10283
2897,blaMOR-2_1_AY235804,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime",Enzymatic inactivation,blaMOR-2_1,AY235804
2898,blaMOX-1_1_D13304,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaMOX-1_1,D13304
2899,blaMOX-2_1_AJ276453,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaMOX-2_1,AJ276453
2900,blaMOX-3_1_EU515248,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaMOX-3_1,EU515248
2901,blaMOX-4_1_FJ262599,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaMOX-4_1,FJ262599
2902,blaMOX-5_1_GQ152600,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaMOX-5_1,GQ152600
2903,blaMOX-6_1_GQ152601,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaMOX-6_1,GQ152601
2904,blaMOX-7_1_GQ152602,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaMOX-7_1,GQ152602
2905,blaOCH-2_1_AJ295340,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaOCH-2_1,AJ295340
2906,blaOCH-3_1_AJ295341,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaOCH-3_1,AJ295341
2907,blaOCH-4_1_AJ295342,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaOCH-4_1,AJ295342
2908,blaOCH-5_1_AJ295343,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaOCH-5_1,AJ295343
2909,blaOCH-6_1_AJ295344,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaOCH-6_1,AJ295344
2910,blaOCH-7_1_AJ295345,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaOCH-7_1,AJ295345
2911,blaOCH-8_1_DQ489307,Beta-lactam,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid",Enzymatic inactivation,blaOCH-8_1,DQ489307
2912,blaOKP-A-1_1_AM051138,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-1_1,AM051138
2913,blaOKP-A-2_1_AM051139,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-2_1,AM051139
2914,blaOKP-A-3_1_AM051140,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-3_1,AM051140
2915,blaOKP-A-4_1_AM051142,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-4_1,AM051142
2916,blaOKP-A-5_1_AM051143,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-5_1,AM051143
2917,blaOKP-A-6_1_AM051144,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-6_1,AM051144
2918,blaOKP-A-7_1_AM051145,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-7_1,AM051145
2919,blaOKP-A-8_1_AM051147,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-8_1,AM051147
2920,blaOKP-A-9_1_AM051148,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-9_1,AM051148
2921,blaOKP-A-10_1_AM051149,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-10_1,AM051149
2922,blaOKP-A-11_1_AM850915,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-11_1,AM850915
2923,blaOKP-A-12_1_AM850915,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-12_1,AM850915
2924,blaOKP-A-13_1_FJ534513,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-13_1,FJ534513
2925,blaOKP-A-14_1_FJ534512,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-14_1,FJ534512
2926,blaOKP-A-15_1_FJ755841,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-15_1,FJ755841
2927,blaOKP-A-16_1_FJ755840,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-A-16_1,FJ755840
2928,blaOKP-B-1_1_AM051150,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-1_1,AM051150
2929,blaOKP-B-2_1_AM051151,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-2_1,AM051151
2930,blaOKP-B-3_1_AM051152,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-3_1,AM051152
2931,blaOKP-B-4_1_AM051153,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-4_1,AM051153
2932,blaOKP-B-5_1_AY512506,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-5_1,AY512506
2933,blaOKP-B-6_1_AY850171,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-6_1,AY850171
2934,blaOKP-B-7_1_AM051156,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-7_1,AM051156
2935,blaOKP-B-8_1_AM051157,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-8_1,AM051157
2936,blaOKP-B-9_1_AM051159,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-9_1,AM051159
2937,blaOKP-B-10_1_AM051160,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-10_1,AM051160
2938,blaOKP-B-11_1_AM051161,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-11_1,AM051161
2939,blaOKP-B-12_1_AJ635420,Beta-lactam,Unknown Beta-lactam,Enzymatic inactivation,blaOKP-B-12_1,AJ635420
